discover 発見する、見つける。新しいものや事実を見出すこと。,discover はっけんする、みつける。あたらしいものやじじつをみだすこと。
imperial 帝国の、皇帝の。帝国や皇室に関連すること。,imperial ていこくの、こうていの。ていこくやこうしつにかんれんすること。
productivity 生産性、生産力。効率的に成果を上げる能力。,productivity せいさんせい、せいさんりょく。こうりつてきにせいかをあげるのうりょく。
recommended 推奨した、勧められた。良いものとして勧めること。,recommended すいしょうした、すすめられた。よいものとしてすすめること。
performed 実行した、演じた。タスクや演技を行うこと。,performed じっこうした、えんじた。たすくやえんぎをおこなうこと。
objective 目標、目的。達成しようとする具体的な到達点や目指すべき成果。「明確な objective を設定する」,objective もくひょう、もくてき。たっせいしようとするぐたいてきなとうたつてんやめざすべきせいか。「めいかくな objective をせっていする」
recommendation 推薦、推奨。他者に対して良いものとして勧めること。「職務に関する recommendation」,recommendation すいせん、すいしょう。たしゃにたいしてよいものとしてすすめること。「しょくむにかんする recommendation」
mathematics 数学、算数。数量や図形を研究する学問。代数学や幾何学なども含む。,mathematics すうがく、さんすう。すうりょうやずけいをけんきゅうするがくもん。だいすうがくやきかがくなどもふくむ。
procedure 手続き、手順。物事を進める際の決められた方法や順序。,procedure てつづき、てじゅん。ものごとをすすめるさいのきめられたほうほうやじゅんじょ。
patient 患者、病人。医療機関で治療を受ける人。また、「忍耐強い」という形容詞としても使用。,patient かんじゃ、びょうにん。いりょうきかんでちりょうをうけるにん。また、「にんたいつよい」というけいようしとしてもしよう。
layer 層、階層。重なり合った物の一つ一つの段階。「データの layer 構造」,layer そう、かいそう。かさなりあったもののひとつひとつのだんかい。「でーたの layer こうぞう」
investor 投資家、出資者。資金を投資して利益を得ようとする人や組織。,investor とうしか、しゅっししゃ。しきんをとうししてりえきをえようとするにんやそしき。
improvement 改善、向上。より良い状態や結果に変えていくこと。,improvement かいぜん、こうじょう。よりよいじょうたいやけっかにかえていくこと。
instrument 楽器、機器、道具。音楽を奏でる道具や、専門的な作業に使用する機械。,instrument がっき、きき、どうぐ。おんがくをかなでるどうぐや、せんもんてきなさぎょうにしようするきかい。
invention 発明、新案。これまでになかった新しいものを生み出すこと。,invention はつめい、しんあん。これまでになかったあたらしいものをうみだすこと。
itinerary 旅程、旅行計画表。旅行や出張の日程や行程を示した予定表。,itinerary りょてい、りょこうけいかくおもて。りょこうやしゅっちょうのにっていやこうていをしめしたよていひょう。
recognition 認識、認知。物事を理解し、認めること。また、表彰や評価の意味も。,recognition にんしき、にんち。ものごとをりかいし、みとめること。また、ひょうしょうやひょうかのいみも。
investment 投資、出資。将来の利益を期待して資金や資源を投じること。,investment とうし、しゅっし。しょうらいのりえきをきたいしてしきんやしげんをとうじること。
luxury 豪華な、贅沢な。通常以上に質の高い、または費用のかかるもの。,luxury ごうかな、ぜいたくな。つうじょういじょうにしつのたかい、またはひようのかかるもの。
personnel 人事、職員。組織で働く人々全般、または人事に関する事柄。,personnel じんじ、しょくいん。そしきではたらくひとびとぜんぱん、またはじんじにかんすることがら。
overseas 海外の、海外へ。自国以外の国々に関すること。,overseas かいがいの、かいがいへ。じこくいがいのくにぐににかんすること。
rainforest 熱帯雨林。熱帯地方に見られる、年中湿潤な森林生態系。,rainforest ねったいうりん。ねったいちほうにみられる、ねんじゅうしつじゅんなしんりんせいたいけい。
sensitive 敏感な、繊細な。外部の刺激に対して反応しやすい状態。,sensitive びんかんな、せんさいな。がいぶのしげきにたいしてはんのうしやすいじょうたい。
secure 安全な、確実な。危険や不安のない状態。また、確保するという動詞としても。,secure あんぜんな、かくじつな。きけんやふあんのないじょうたい。また、かくほするというどうしとしても。
invest 投資する、資金を投じる。将来のリターンを期待して資金を使うこと。,invest とうしする、しきんをとうじる。しょうらいのりたーんをきたいしてしきんをつかうこと。
negotiation 交渉、話し合い。複数の当事者間で合意を目指す過程。,negotiation こうしょう、はなしあい。ふくすうのとうじしゃかんでごういをめざすかてい。
option 選択肢、選択権。選ぶことができる複数の可能性。,option せんたくし、せんたくけん。えらぶことができるふくすうのかのうせい。
mayor 市長。市の行政を統括する責任者。,mayor しちょう。しのぎょうせいをとうかつするせきにんしゃ。
merchandise 商品、商材。販売のための品物全般。,merchandise しょうひん、しょうざい。はんばいのためのしなものぜんぱん。
retain 保持する、維持する。何かを手元に残しておくこと。,retain ほじする、いじする。なにかをてもとにのこしておくこと。
afford 買う余裕がある、余裕がある。金銭的または時間的に可能である状態。,afford かうよゆうがある、よゆうがある。きんせんてきまたはじかんてきにかのうであるじょうたい。
admit 認める、認可する。事実や過ちを受け入れること。また、入場を許可する意味も。,admit みとめる、にんかする。じじつやあやまちをうけいれること。また、にゅうじょうをきょかするいみも。
warehouse 倉庫、保管庫。商品や物資を保管しておく建物。,warehouse そうこ、ほかんこ。しょうひんやぶっしをほかんしておくたてもの。
barely 辛うじて、かろうじて。最低限の状態や程度を示す。,barely かろうじて、かろうじて。さいていげんのじょうたいやていどをしめす。
surplus 余剰、過剰。必要以上に余っている量や状態。,surplus よじょう、かじょう。ひつよういじょうにあまっているりょうやじょうたい。
appliance 家電、電化製品。家庭で使用する電気機器全般。,appliance かでん、でんかせいひん。かていでしようするでんきききぜんぱん。
actual 実際の、現実の。現実に存在する、または起こっている状態。,actual じっさいの、げんじつの。げんじつにそんざいする、またはおこっているじょうたい。
wage 賃金、給料。労働の対価として支払われる金銭。,wage ちんぎん、きゅうりょう。ろうどうのたいかとしてしはらわれるきんせん。
subway 地下鉄。地下を走る都市の公共交通機関。,subway ちかてつ。ちかをはしるとしのこうきょうこうつうきかん。
steel 鋼鉄、鉄鋼。鉄を主成分とする強い金属材料。,steel こうてつ、てっこう。てつをしゅせいぶんとするつよいきんぞくざいりょう。
apart 離れた、分かれた。物理的または概念的な距離がある状態。,apart はなれた、わかれた。ぶつりてきまたはがいねんてきなきょりがあるじょうたい。
vary 異なる、変わる。状況や条件によって変化すること。,vary ことなる、かわる。じょうきょうやじょうけんによってへんかすること。
thousands 何千もの、数千の。非常に多くの数を表現する際に使用。,thousands なんぜんもの、すうせんの。ひじょうにおおくのかずをひょうげんするさいにしよう。
structure 構造、組織。物事の組み立てや仕組み。,structure こうぞう、そしき。ものごとのくみたてやしくみ。
supervise 監督する、指導する。部下や作業の進行を管理すること。,supervise かんとくする、しどうする。ぶかやさぎょうのしんこうをかんりすること。
survive 生き残る、存続する。困難な状況を乗り越えて存在し続けること。,survive いきのこる、そんぞくする。こんなんなじょうきょうをのりこえてそんざいしつづけること。
agreement 合意、契約。複数の当事者間での意見の一致や取り決め。,agreement ごうい、けいやく。ふくすうのとうじしゃかんでのいけんのいっちやとりきめ。
significant 重要な、意味のある。注目に値する、または統計的に有意な。,significant じゅうような、いみのある。ちゅうもくにあたいする、またはとうけいてきにゆういな。
supervisor 上司、監督者。作業や部下を直接指導する立場の人。,supervisor じょうし、かんとくしゃ。さぎょうやぶかをちょくせつしどうするたちばのにん。
unfortunately 不運にも、残念ながら。望ましくない状況を表現する際に使用。,unfortunately ふうんにも、ざんねんながら。のぞましくないじょうきょうをひょうげんするさいにしよう。
accommodation 宿泊施設、便宜。滞在のための場所や設備。また、調整や便宜を図ることも。,accommodation しゅくはくしせつ、べんぎ。たいざいのためのばしょやせつび。また、ちょうせいやべんぎをはかることも。
bend 曲げる、湾曲する。直線的なものを折り曲げること。,bend まげる、わんきょくする。ちょくせんてきなものをおりまげること。
toxic 有毒な、有害な。健康や環境に害を及ぼす性質。,toxic ゆうどくな、ゆうがいな。けんこうやかんきょうにがいをおよぼすせいしつ。
assumption 仮定、前提。確実な証拠なしに想定すること。,assumption かてい、ぜんてい。かくじつなしょうこなしにそうていすること。
anticipate 期待する、予期する。将来起こることを予測し、準備すること。,anticipate きたいする、よきする。しょうらいおこることをよそくし、じゅんびすること。
urgent 緊急の、差し迫った。即座の対応が必要な状況。,urgent きんきゅうの、さしせまった。そくざのたいおうがひつようなじょうきょう。
tremendous 驚異的な、すさまじい。非常に大きいまたは印象的な様子。,tremendous きょういてきな、すさまじい。ひじょうにおおきいまたはいんしょうてきなようす。
capstone 絶頂、最高峰。achievement や経験の集大成を表す。また、建築用語で「要石」の意味も。,capstone ぜっちょう、さいこうほう。achievement やけいけんのしゅうたいせいをあらわす。また、けんちくようごで「かなめいし」のいみも。
conclusion 結論、最終的な判断や決定。,conclusion けつろん、さいしゅうてきなはんだんやけってい。
employ 採用する、雇う、仕事を与える。,employ さいようする、やとう、しごとをあたえる。
era 時代、歴史的な期間。,era じだい、れきしてきなきかん。
earn お金や報酬を稼ぐ、獲得する。,earn おかねやほうしゅうをかせぐ、かくとくする。
cooperation 協力、共同作業、助け合い。,cooperation きょうりょく、きょうどうさぎょう、たすけあい。
extracted 抽出した、取り出した、引き出した。,extracted ちゅうしゅつした、とりだした、ひきだした。
firsthand 直接的に、自分自身の経験で。,firsthand ちょくせつてきに、じぶんじしんのけいけんで。
exhibit 展示する、陳列する、公開する。,exhibit てんじする、ちんれつする、こうかいする。
donate 寄付する、贈与する、献血する。,donate きふする、ぞうよする、けんけつする。
disease 病気、疾病、症状。,disease びょうき、しっぺい、しょうじょう。
frequently 頻繁に、しばしば、たびたび。,frequently ひんぱんに、しばしば、たびたび。
enormous 巨大な、膨大な、途方もない。,enormous きょだいな、ぼうだいな、とほうもない。
carbon 炭素、炭素原子、カーボン。,carbon たんそ、たんそげんし、かーぼん。
gained 獲得した、得た、習得した。,gained かくとくした、えた、しゅうとくした。
fascinating 魅惑的な、心を引きつける、興味深い。,fascinating みわくてきな、こころをひきつける、きょうみぶかい。
encouraged 奨励した、励ました、勇気づけた。,encouraged しょうれいした、はげました、ゆうきづけた。
foster 養育する、育てる、促進する。,foster よういくする、そだてる、そくしんする。
clientele 顧客、常連客、得意先。,clientele こきゃく、じょうれんきゃく、とくいさき。
destructive 破壊的な、有害な、壊滅的な。,destructive はかいてきな、ゆうがいな、かいめつてきな。
cargo 貨物、積荷、荷物。,cargo かもつ、つみに、にもつ。
CEO 代表取締役、最高経営責任者。,CEO だいひょうとりしまりやく、さいこうけいえいせきにんしゃ。
expand 拡大する、広がる、成長する。,expand かくだいする、ひろがる、せいちょうする。
evaluation 評価、査定、判定。,evaluation ひょうか、さてい、はんてい。
custom 風習、習慣、伝統。,custom ふうしゅう、しゅうかん、でんとう。
evolution 進化、発展、変遷。,evolution しんか、はってん、へんせん。
directions 方向、指示、案内。,directions ほうこう、しじ、あんない。
considerable かなりの、相当な、大きな。,considerable かなりの、そうとうな、おおきな。
consult 相談する、助言を求める。,consult そうだんする、じょげんをもとめる。
dynasty 王朝、支配家系。,dynasty おうちょう、しはいかけい。
contribution 貢献、寄与、寄付。,contribution こうけん、きよ、きふ。
employer 雇用者、雇い主、会社。,employer こようしゃ、やといぬし、かいしゃ。
foam 泡、気泡、発泡体。,foam あわ、きほう、はっぽうからだ。
flood 洪水、氾濫、大量の。,flood こうずい、はんらん、たいりょうの。
odd 変わった、奇妙な、不自然な。,odd かわった、きみょうな、ふしぜんな。
obviously 明らかに、明白に、当然のことながら。,obviously あきらかに、めいはくに、とうぜんのことながら。
patent 特許、特許権、発明権。,patent とっきょ、とっきょけん、はつめいけん。
medieval 中世の、中世風の、古風な。,medieval ちゅうせいの、ちゅうせいかぜの、こふうな。
inadvertently うっかり、不注意に、無意識に。,inadvertently うっかり、ふちゅういに、むいしきに。
persuade 説得する、納得させる、勧める。,persuade せっとくする、なっとくさせる、すすめる。
malfunctioning 誤動作、故障、不具合。,malfunctioning ごどうさ、こしょう、ふぐあい。
invoice 請求書、送り状、勘定書。,invoice せいきゅうしょ、おくりじょう、かんじょうしょ。
illness 病気、疾病、体調不良。,illness びょうき、しっぺい、たいちょうふりょう。
gladiator 闘技者、剣闘士、格闘家。,gladiator とうぎもの、けんとうさむらい、かくとうか。
infect 感染する、伝染する、影響を与える。,infect かんせんする、でんせんする、えいきょうをあたえる。
logical 論理的な、合理的な、筋の通った。,logical ろんりてきな、ごうりてきな、すじのかよった。
medicine 薬、医学、治療薬。,medicine くすり、いがく、ちりょうやく。
physical 物理的な、身体的な、実体のある。,physical ぶつりてきな、しんたいてきな、じったいのある。
landfill 埋め立て、廃棄物処分場。,landfill うめたて、はいきぶつしょぶんば。
ideal 理想的な、完璧な、模範的な。,ideal りそうてきな、かんぺきな、もはんてきな。
massive 大規模な、巨大な、膨大な。,massive だいきぼな、きょだいな、ぼうだいな。
necessarily 必ずしも、必然的に。,necessarily かならずしも、ひつぜんてきに。
inconvenience 不便さ、迷惑、支障。,inconvenience ふべんさ、めいわく、ししょう。
obsession 強迫観念、執着、こだわり。,obsession きょうはくかんねん、しゅうちゃく、こだわり。
patron 常連客、支援者、後援者。,patron じょうれんきゃく、しえんもの、こうえんしゃ。
opposite 反対の、正反対の、向かい側の。,opposite はんたいの、せいはんたいの、むかいがわの。
maintain 維持する、保つ、主張する。,maintain いじする、たもつ、しゅちょうする。
party 政党、団体、パーティー。,party せいとう、だんたい、ぱーてぃー。
innocent 罪のない、無実の、純真な。,innocent つみのない、むじつの、じゅんしんな。
grateful 感謝して、ありがたい。,grateful かんしゃして、ありがたい。
incorrect 不正解、間違った、誤った。,incorrect ふせいかい、まちがった、あやまった。
granger 農業労働者、農夫。,granger のうぎょうろうどうしゃ、のうふ。
outcome 結果、成果、帰結。,outcome けっか、せいか、きけつ。
plaque 斑点、プラーク、記念板。,plaque はんてん、ぷらーく、きねんいた。
namely すなわち、つまり、言い換えると。,namely すなわち、つまり、いいかえると。
observe 観察する、見守る、遵守する。,observe かんさつする、みまもる、じゅんしゅする。
reject 拒否する、却下する、拒絶する。,reject きょひする、きゃっかする、きょぜつする。
subscribe 購読する、申し込む、同意する。,subscribe こうどくする、もうしこむ、どういする。
settlement 移住、入植、決済。,settlement いじゅう、にゅうしょく、けっさい。
thorough 徹底した、完全な、綿密な。,thorough てっていした、かんぜんな、めんみつな。
property 財産、所有物、特性。,property ざいさん、しょゆうぶつ、とくせい。
slight わずかな、些細な、軽微な。,slight わずかな、ささいな、けいびな。
till まで、～するまで、耕す。,till まで、~するまで、たがやす。
proof 証拠、証明、確認。,proof しょうこ、しょうめい、かくにん。
solid 固い、堅固な、確実な。,solid かたい、けんごな、かくじつな。
replicate 複製する、再現する、複写する。,replicate ふくせいする、さいげんする、ふくしゃする。
reference 参照、引用、言及。,reference さんしょう、いんよう、げんきゅう。
strictly 厳密に、厳格に、正確に。,strictly げんみつに、げんかくに、せいかくに。
square 四角形、正方形、広場。,square しかくけい、せいほうけい、ひろば。
scheme 計画、構想、策略。,scheme けいかく、こうそう、さくりゃく。
relative 親類の、関連した、比較的な。,relative しんるいの、かんれんした、ひかくてきな。
remedy 救済策、治療、解決策。,remedy きゅうさいさく、ちりょう、かいけつさく。
temporary 一時的な、仮の、臨時の。,temporary いちじてきな、かりの、りんじの。
thereby それによって、その結果。,thereby それによって、そのけっか。
regret 後悔する、残念に思う。,regret こうかいする、ざんねんにおもう。
sightseeing 観光、見物、遊覧。,sightseeing かんこう、けんぶつ、ゆうらん。
slightly わずかに、少し、かすかに。,slightly わずかに、すこし、かすかに。
principal 主要な、主な、校長。,principal しゅような、おもな、こうちょう。
prompt 即座の、素早い、促す。,prompt そくざの、すばやい、うながす。
reimbursement 償還、払い戻し、返金。,reimbursement しょうかん、はらいもどし、へんきん。
restriction 制限、規制、制約。,restriction せいげん、きせい、せいやく。
substitute 代替する、代用する、代理。,substitute だいたいする、だいようする、だいり。
raw 生の、未加工の、荒い。,raw うの、ひつじかこうの、あらい。
strategy 戦略、作戦、方針。,strategy せんりゃく、さくせん、ほうしん。
ridiculous ばかげた、馬鹿らしい、不合理な。,ridiculous ばかげた、ばからしい、ふごうりな。
remaining 残り、残存する、残った。,remaining のこり、ざんそんする、のこった。
postpone 延期する、延ばす、先送りする。,postpone えんきする、のばす、さきおくりする。
accomplish 目標や課題を成し遂げる、完遂する。,accomplish もくひょうやかだいをなしとげる、かんすいする。
calculate 数字を使って計算する、見積もる。,calculate すうじをつかってけいさんする、みつもる。
architectural 建築に関する、建築様式の、建築学の。,architectural けんちくにかんする、けんちくようしきの、けんちくがくの。
assignment 課題、宿題、任務、職務上の割り当て。,assignment かだい、しゅくだい、にんむ、しょくむじょうのわりあて。
belief 信念、信仰、確信、価値観。,belief しんねん、しんこう、かくしん、かちかん。
underlying 基礎となる、根本的な、表面下にある。,underlying きそとなる、こんぽんてきな、ひょうめんしたにある。
valley 山と山の間の低地、渓谷、谷間。,valley やまとやまのまのていち、けいこく、たにま。
trustee 財産管理人、受託者、理事。,trustee ざいさんかんりにん、じゅたくもの、りじ。
aside わきに、別として、さておき。,aside わきに、わかとして、さておき。
arid 水分のない、不毛な、味気ない。,arid すいぶんのない、ふもうな、あじけない。
ambulance 救急車、救急医療車、患者搬送車。,ambulance きゅうきゅうしゃ、きゅうきゅういりょうくるま、かんじゃはんそうくるま。
upset 動揺する、混乱する、計画を狂わせる。,upset どうようする、こんらんする、けいかくをくるわせる。
visible 目で見える、明らかな、顕著な。,visible めでみえる、あきらかな、けんちょな。
capability 能力、性能、才能、可能性。,capability のうりょく、せいのう、さいのう、かのうせい。
utilize 有効に使う、活用する、利用する。,utilize ゆうこうにつかう、かつようする、りようする。
usher 案内係、案内人、先導者。,usher あんないがかり、あんないにん、せんどうもの。
adversely 不利に、悪影響を与えて、反対に。,adversely ふりに、あくえいきょうをあたえて、はんたいに。
agriculture 農業、農学、農耕。,agriculture のうぎょう、のうがく、のうこう。
accidentally 偶然に、思いがけなく、誤って。,accidentally ぐうぜんに、おもいがけなく、あやまって。
bankrupt 破産した、支払不能の、破産者。,bankrupt はさんした、しはらいふのうの、はさんしゃ。
achieve 達成する、成し遂げる、獲得する。,achieve たっせいする、なしとげる、かくとくする。
adequate 適切な、十分な、ふさわしい。,adequate てきせつな、じゅうぶんな、ふさわしい。
arrangement 準備、手配、配置、整理。,arrangement じゅんび、てはい、はいち、せいり。
billion 10億（米国式）、1,billion 10おく(べいこくしき)、1
aware 知っている、認識している、気づいている。,aware しっている、にんしきしている、きづいている。
authorization 権限付与、認可、許可、承認。,authorization けんげんふよ、にんか、きょか、しょうにん。
applicant 応募者、申請者、志願者。,applicant おうぼしゃ、しんせいしゃ、しがんしゃ。
broadcast テレビやラジオで放送する、配信する。,broadcast てれびやらじおでほうそうする、はいしんする。
aptitude 適性、才能、素質、能力。,aptitude てきせい、さいのう、そしつ、のうりょく。
interview 面接、インタビュー、会見。,interview めんせつ、いんたびゅー、かいけん。
annual 毎年の、年1回の、1年生の。,annual まいとしの、ねん1かいの、1ねんせいの。
participant 参加者、出場者、関係者。,participant さんかしゃ、しゅつじょうしゃ、かんけいしゃ。
council 議会、評議会、協議会。,council ぎかい、ひょうぎかい、きょうぎかい。
per ～につき、～ごとに、～による。,per ~につき、~ごとに、~による。
intend 意図する、つもりである、計画する。,intend いとする、つもりである、けいかくする。
complimentary 無料の、招待の、賛辞の、お世辞の。,complimentary むりょうの、しょうたいの、さんじの、おせじの。
contemporary 同時代の、現代の、最新の。,contemporary どうじだいの、げんだいの、さいしんの。
inspection 検査、点検、視察、査察。,inspection けんさ、てんけん、しさつ、ささつ。
grocery 食料品店、食料品、日用品。,grocery しょくりょうひんみせ、しょくりょうひん、にちようひん。
invitation 招待。人や組織が他者に対してイベントや場所への参加を求める行為や文書。,invitation しょうたい。にんやそしきがたしゃにたいしていべんとやばしょへのさんかをもとめるこういやぶんしょ。
realize わかる、実現する。突然理解したり、目標や夢を現実のものにすること。,realize わかる、じつげんする。とつぜんりかいしたり、もくひょうやゆめをげんじつのものにすること。
quantity 数、数量。物事の量や程度を表す数値的な尺度。,quantity かず、すうりょう。ものごとのりょうやていどをあらわすすうちてきなしゃくど。
branch 支店。企業や組織の主要な拠点から離れた場所にある従属的な事業所。,branch してん。きぎょうやそしきのしゅようなきょてんからはなれたばしょにあるじゅうぞくてきなじぎょうしょ。
multiple 複数の。二つ以上の要素や項目が存在する状態を示す形容詞。,multiple ふくすうの。ふたついじょうのようそやこうもくがそんざいするじょうたいをしめすけいようし。
inquire 尋ねる。情報や説明を求めて質問したり調査したりすること。,inquire たずねる。じょうほうやせつめいをもとめてしつもんしたりちょうさしたりすること。
ingredient 材料。料理や製品を作るために使用される個々の成分や要素。,ingredient ざいりょう。りょうりやせいひんをつくるためにしようされるここのせいぶんやようそ。
revenue 収益。企業や組織が事業活動から得る総収入や利益。,revenue しゅうえき。きぎょうやそしきがじぎょうかつどうからえるそうしゅうにゅうやりえき。
term 期間、専門用語。一定の時間の長さ、または特定の分野で使用される特殊な言葉。,term きかん、せんもんようご。いっていのじかんのながさ、またはとくていのぶんやでしようされるとくしゅなことば。
impress 印象を与える。他人に強い感銘や好ましい印象を残すこと。,impress いんしょうをあたえる。たにんにつよいかんめいやこのましいいんしょうをのこすこと。
acknowledge 認める。事実や状況を公式に認識したり、受け入れたりすること。,acknowledge みとめる。じじつやじょうきょうをこうしきににんしきしたり、うけいれたりすること。
landscape 景色。自然や人工の要素を含む、広範囲にわたる視覚的な環境。,landscape けしき。しぜんやじんこうのようそをふくむ、こうはんいにわたるしかくてきなかんきょう。
initiative 主導権。新しいアイデアや行動を最初に提案したり実行したりする能力や行為。,initiative しゅどうけん。あたらしいあいであやこうどうをさいしょにていあんしたりじっこうしたりするのうりょくやこうい。
accommodate 収容する。人や物を適切に受け入れたり、場所を提供したりすること。,accommodate しゅうようする。にんやものをてきせつにうけいれたり、ばしょをていきょうしたりすること。
vendor 供給者。商品やサービスを他の企業や個人に販売する個人や企業。,vendor きょうきゅうもの。しょうひんやさーびすをほかのきぎょうやこじんにはんばいするこじんやきぎょう。
consumer 消費者。商品やサービスを購入し、使用する個人や集団。,consumer しょうひしゃ。しょうひんやさーびすをこうにゅうし、しようするこじんやしゅうだん。
convenient 便利な。使いやすく、アクセスしやすい、または時間や労力を節約できる特性。,convenient べんりな。つかいやすく、あくせすしやすい、またはじかんやろうりょくをせつやくできるとくせい。
previous 以前の。現在の時点や状況よりも前に起こった、または存在したこと。,previous いぜんの。げんざいのじてんやじょうきょうよりもまえにおこった、またはそんざいしたこと。
extend 延長する。時間、空間、または範囲を広げたり、長くしたりすること。,extend えんちょうする。じかん、くうかん、またははんいをひろげたり、ながくしたりすること。
therefore したがって、だから。前述の理由や状況から導かれる論理的な結論を示す接続詞。,therefore したがって、だから。ぜんじゅつのりゆうやじょうきょうからみちびかれるろんりてきなけつろんをしめすせつぞくし。
either いずれか、どちらか。二つの選択肢のうちの一方を指す言葉。,either いずれか、どちらか。ふたつのせんたくしのうちのいっぽうをさすことば。
permit 許可証、許可する。特定の行為や活動を公式に認める文書や行為。,permit きょかしょう、きょかする。とくていのこういやかつどうをこうしきにみとめるぶんしょやこうい。
verify 確認する。情報や状況の真実性や正確性を調べて確認すること。,verify かくにんする。じょうほうやじょうきょうのしんじつせいやせいかくせいをしらべてかくにんすること。
enclose 同封する。手紙や包みの中に別の物を一緒に入れること。,enclose どうふうする。てがみやつつみのなかにべつのものをいっしょにいれること。
neighborhood 近所。特定の地域内の人々や建物が集まっている場所。,neighborhood きんじょ。とくていのちいきないのひとびとやたてものがあつまっているばしょ。
prescription 処方箋。医師が患者に特定の薬を処方するための公式な指示書。,prescription しょほうせん。いしがかんじゃにとくていのくすりをしょほうするためのこうしきなしじしょ。
eatery 食事場所。レストランやカフェなど、食事を提供する一般的な飲食店。,eatery しょくじばしょ。れすとらんやかふぇなど、しょくじをていきょうするいっぱんてきないんしょくてん。
definitely 間違いなく。疑いの余地がなく、確実であることを強調する副詞。,definitely まちがいなく。うたがいのよちがなく、かくじつであることをきょうちょうするふくし。
affordable 値段が手頃な。多くの人が無理なく購入できる程度の価格である状態。,affordable ねだんがてごろな。おおくのにんがむりなくこうにゅうできるていどのかかくであるじょうたい。
directory 名簿。人、組織、または情報のリストを体系的に整理した本や資料。,directory めいぼ。にん、そしき、またはじょうほうのりすとをたいけいてきにせいりしたほんやしりょう。
impact 影響、影響する。ある行動や出来事が他の状況や人に与える効果や変化。,impact えいきょう、えいきょうする。あるこうどうやできごとがほかのじょうきょうやにんにあたえるこうかやへんか。
whenever する時はいつでも。特定の条件が満たされるたびに、または任意の時点で。,whenever するときはいつでも。とくていのじょうけんがみたされるたびに、またはにんいのじてんで。
adjust 調整する、合わせる。状況や環境に適応するために変更や修正を加えること。,adjust ちょうせいする、あわせる。じょうきょうやかんきょうにてきおうするためにへんこうやしゅうせいをくわえること。
relevant 関連のある。特定の状況や問題に直接関係している、または重要である特性。,relevant かんれんのある。とくていのじょうきょうやもんだいにちょくせつかんけいしている、またはじゅうようであるとくせい。
cuisine 料理。特定の国や地域、文化に特有の調理法や食事のスタイル。,cuisine りょうり。とくていのくにやちいき、ぶんかにとくゆうのちょうりほうやしょくじのすたいる。
yield 産出する。特定の活動や過程から生み出される結果や生産物を提供すること。,yield さんしゅつする。とくていのかつどうやかていからうみだされるけっかやせいさんぶつをていきょうすること。
autograph 著名人のサイン。有名人が自分の名前を手書きで書いたもの、特にファンへの記念として。,autograph ちょめいじんのさいん。ゆうめいじんがじぶんのなまえをてがきでかいたもの、とくにふぁんへのきねんとして。
enroll 入学する。学校や教育プログラムに正式に登録して参加すること。,enroll にゅうがくする。がっこうやきょういくぷろぐらむにせいしきにとうろくしてさんかすること。
digest 消化する。食べ物を体内で分解し吸収すること、または情報を理解し処理すること。,digest しょうかする。たべものをたいないでぶんかいしきゅうしゅうすること、またはじょうほうをりかいししょりすること。
achievement 達成。努力や技能によって成し遂げられた重要な成果や業績。,achievement たっせい。どりょくやぎのうによってなしとげられたじゅうようなせいかやぎょうせき。
decade 10年間。連続する10年の期間を指す時間の単位。,decade 10ねんかん。れんぞくする10ねんのきかんをさすじかんのたんい。
owe 借りている。金銭や恩義などを他人に対して返済や返礼する義務がある状態。,owe かりている。きんせんやおんぎなどをたにんにたいしてへんさいやへんれいするぎむがあるじょうたい。
practical 実践的な。理論よりも実際の応用や使用に適している、または役立つ特性。,practical じっせんてきな。りろんよりもじっさいのおうようやしようにてきしている、またはやくたつとくせい。
undergo 経験する。特定の過程や変化、困難な状況を通過したり体験したりすること。,undergo けいけんする。とくていのかていやへんか、こんなんなじょうきょうをつうかしたりたいけんしたりすること。
outstanding 傑出した、未払いの。非常に優れている、または支払いや解決が済んでいない状態。,outstanding けっしゅつした、みはらいの。ひじょうにまされている、またはしはらいやかいけつがすんでいないじょうたい。
satisfaction 満足。要求や期待が満たされたときに感じる喜びや充足感。,satisfaction まんぞく。ようきゅうやきたいがみたされたときにかんじるよろこびやじゅうそくかん。
auditorium 講堂。大勢の観客が集まって講演や演奏を聴くための大きな部屋や建物。,auditorium こうどう。おおぜいのかんきゃくがあつまってこうえんやえんそうをきくためのおおきなへややたてもの。
recipient 受取人。手紙や贈り物、情報などを受け取る人。,recipient うけとりにん。てがみやおくりもの、じょうほうなどをうけとるにん。
efficiency 効率。少ない労力や資源で、最大の成果を上げる能力。,efficiency こうりつ。すくないろうりょくやしげんで、さいだいのせいかをあげるのうりょく。
ladder はしご。高い場所へ昇り降りするための道具。比喩的に、成功へのステップを表すこともある。,ladder はしご。たかいばしょへのぼりおりするためのどうぐ。ひゆてきに、せいこうへのすてっぷをあらわすこともある。
durable 耐久性のある。長期間使用に耐え、壊れにくい性質を持つ。,durable たいきゅうせいのある。ちょうきかんしようにたえ、こわれにくいせいしつをもつ。
merger 合併。二つの会社が一つになること。,merger がっぺい。ふたつのかいしゃがひとつになること。
stack 積み重ねる。物を重ねて置くこと。比喩的に、多くのものを集めることを表すこともある。,stack つみかさねる。ものをおもねておくこと。ひゆてきに、おおくのものをあつめることをあらわすこともある。
